id,latitude,longitude
382,53.55410529,-1.475989729
383,53.49710535,-1.46493447
384,53.58157815,-1.547561705
385,53.53416412,-1.375723101
386,53.57666214,-1.418653437
387,53.54645456,-1.449613144
388,,
389,53.55116786,-1.480523856
390,53.57710838,-1.376933443
391,53.5783528,-1.413298821
392,,
393,53.5522428,-1.481748394
394,53.52287499,-1.39861984
395,53.53445982,-1.302347522
396,53.55045864,-1.489075301
397,53.55320117,-1.47889898
398,53.50091095,-1.436333311
399,53.55380001,-1.478121811
400,53.54595822,-1.316722073
401,53.5522428,-1.481748394
402,53.55770145,-1.438507682
403,53.54611975,-1.477174919
404,53.533998,-1.303305624
405,53.5867564,-1.50249018
406,53.54056436,-1.447063897
407,54.11492563,-3.227132142
408,54.11265507,-3.225030479
409,54.1133489,-3.228385877
410,54.15601302,-3.182851034
411,54.1133489,-3.228385877
412,54.10349472,-3.229578076
413,54.12114208,-3.2221595
414,54.15712584,-3.177522902
415,54.11492563,-3.227132142
416,54.1116397,-3.208112408
417,54.10675375,-3.24653012
418,54.1136457,-3.226604792
419,54.11488439,-3.238176397
420,51.62469469,0.417149852
421,51.56616159,0.504029296
422,51.57472809,0.422853916
423,51.57056439,0.460009838
424,51.5651928,0.504755266
425,51.61205656,0.520725319
426,51.56524552,0.505234351
427,,
428,51.61551052,0.520281129
429,51.56904166,0.458859722
430,51.56360623,0.463313633
431,51.56949241,0.456661658
432,51.57088469,0.484921635
433,51.58854127,0.490303061
434,51.56644156,0.483669186
435,51.56462492,0.503973705
436,51.58233108,0.486715481
437,51.61284207,0.520999972
438,51.56616159,0.504029296
439,51.5685974,0.454737388
440,51.5685974,0.454737388
441,51.5685974,0.454737388
442,51.5685974,0.454737388
443,51.5685974,0.454737388
444,51.5685974,0.454737388
445,51.62268801,0.416335233
446,51.57056439,0.460009838
447,51.61192833,0.519995976
448,51.61551052,0.520281129
449,51.57185324,0.509552103
450,51.58266863,0.422439141
451,51.61322056,0.430594975
452,51.57321961,0.441824234
453,51.57073174,0.460177622
454,51.56959983,0.457114816
455,51.56959983,0.457114816
456,51.56904166,0.458859722
457,51.56904166,0.458859722
458,51.26311297,-1.087281576
459,51.26262245,-1.086646339
460,51.26328686,-1.086518514
461,51.26259,-1.085944704
462,51.25676237,-1.110364581
463,51.26556267,-1.085470091
464,51.26496437,-1.117659401
465,51.2623238,-1.087555181
466,51.2450296,-1.114172579
467,51.27717078,-1.079648351
468,51.35525897,-1.141474737
469,51.28419725,-1.059734545
470,51.25250675,-1.10887049
471,51.26220519,-1.088489114
472,51.26223779,-1.085751038
473,53.41695631,-1.061531488
474,53.32082952,-0.942354888
475,53.30300891,-1.124971202
476,53.30738266,-1.123215949
477,53.32016917,-1.110418788
478,53.32593501,-1.130462961
479,53.30529137,-1.126095094
480,53.32308469,-0.94324498
481,53.41712924,-1.065244136
482,53.30738266,-1.123215949
483,53.31271916,-1.109462936
484,53.38207675,-1.062343538
485,53.38207675,-1.062343538
486,53.29603357,-1.107994494
487,53.30365951,-1.124207587
488,53.32326437,-0.942219624
489,53.30113671,-1.116096198
490,53.3004128,-1.107002952
491,53.30582326,-1.125078758
492,53.30459041,-1.124893859
493,53.30381486,-1.125780084
494,53.31993075,-0.941356269
495,51.28599133,-2.481214838
496,51.39773679,-2.34474077
497,51.37678917,-2.378706121
498,51.38043242,-2.358189032
499,51.38133966,-2.36141476
500,51.38486936,-2.359804398
501,51.41473881,-2.497621387
502,51.38133966,-2.36141476
503,51.38251151,-2.360461253
504,51.37678917,-2.378706121
505,51.41563543,-2.498220697
506,51.28750144,-2.479151376
507,51.38043242,-2.358189032
508,51.38486936,-2.359804398
509,51.41473881,-2.497621387
510,51.3808219,-2.363106195
511,51.37976662,-2.394679689
512,51.38575624,-2.360874761
513,51.38215615,-2.361981594
514,51.38215615,-2.361981594
515,52.13797891,-0.470014797
516,52.12521996,-0.443879511
517,52.13733041,-0.470621502
518,52.13767123,-0.466401503
519,52.1176838,-0.49502823
520,52.15434224,-0.465112399
521,52.13616422,-0.466672435
522,52.13704406,-0.471420359
523,52.13311424,-0.444554164
524,52.13683186,-0.455135268
525,52.14904827,-0.439219513
526,52.15817817,-0.458650436
527,52.13797891,-0.470014797
528,52.12761143,-0.46099097
529,52.11918059,-0.494656483
530,52.13254096,-0.482678503
531,52.12681708,-0.470426337
532,52.1142147,-0.486718238
533,52.13565859,-0.473440347
534,52.11125017,-0.505248295
535,52.11125017,-0.505248295
536,52.14118124,-0.471512536
537,52.12636645,-0.459982046
538,52.13656333,-0.466249598
539,52.13767123,-0.466401503
540,51.91610864,-0.661310034
541,52.12636645,-0.459982046
542,,
543,52.46545553,-1.890047519
544,52.45650691,-1.886258242
545,52.470231,-1.94407586
546,52.47501854,-1.897488021
547,52.5054789,-1.856490141
548,52.47484289,-1.914036386
549,52.45419833,-1.828108506
550,52.52342002,-1.840278255
551,52.53271232,-1.83788592
552,52.50366929,-1.935533268
553,52.47507304,-1.898135683
554,52.51267927,-1.939498594
555,52.47200157,-1.865210901
556,52.49370772,-1.833315976
557,52.50303865,-1.90648308
558,52.4822195,-1.897486052
559,52.49345431,-1.819869713
560,52.51759947,-1.902944929
561,52.40656809,-1.88712141
562,52.43718372,-1.968388719
563,52.45886148,-1.876465348
564,52.43402864,-1.892420131
565,52.46805657,-1.807740827
566,52.42116195,-1.835853747
567,52.47302016,-1.917175664
568,52.52342002,-1.840278255
569,52.48896796,-1.852081474
570,52.41641774,-1.929058447
571,52.46216983,-1.814448486
572,52.45190818,-1.780529906
573,52.45560781,-1.860875504
574,52.52273894,-1.841887206
575,,
576,52.50409296,-1.937683545
577,52.49497324,-1.777340538
578,52.49497324,-1.777340538
579,52.47223398,-1.864047193
580,52.50128144,-1.771180512
581,52.53631127,-1.82727251
582,52.47984323,-1.894163925
583,52.47952561,-1.901143836
584,52.55963759,-1.825646972
585,52.41595891,-1.971035565
586,52.55440537,-1.884383466
587,52.49345431,-1.819869713
588,52.42853469,-1.843150471
589,52.44628171,-1.818458206
590,52.45290399,-1.784292024
591,52.47984323,-1.894163925
592,52.48040005,-1.893544174
593,52.48073354,-1.894500454
594,52.52737972,-1.836726326
595,52.47955147,-1.740078286
596,52.44532706,-1.82327313
597,52.45290399,-1.784292024
598,52.48303961,-1.780036522
599,52.44638571,-1.821827035
600,52.43797957,-1.847235822
601,52.42754339,-1.922599156
602,52.5030111,-1.932086988
603,52.5428634,-1.895148178
604,52.47208559,-1.931928317
605,52.51539499,-1.8566642
606,52.49837698,-1.790227075
607,52.45228089,-1.782764717
608,52.51451976,-1.934883823
609,52.49468834,-1.935516891
610,52.52273894,-1.841887206
611,52.39799388,-1.960965224
612,52.4686886,-1.809430917
613,52.50920842,-1.888759918
614,52.46343496,-1.776572228
615,52.47744376,-1.814413781
616,52.47223398,-1.864047193
617,52.39790686,-1.945445521
618,52.40301557,-2.016080038
619,52.50766827,-1.95120372
620,52.54893183,-1.86049266
621,52.43179035,-1.892675604
622,52.51459624,-1.902214744
623,52.5279158,-1.840895799
624,52.51061985,-1.834784473
625,52.47544432,-1.842969292
626,52.41595891,-1.971035565
627,52.4802789,-1.834868519
628,52.44656258,-1.859785763
629,52.46177481,-2.01289326
630,52.47571809,-1.792955346
631,52.493304,-1.821534653
632,52.48127434,-1.896089413
633,52.47871461,-1.898878203
634,52.49182759,-1.77778352
635,52.47453231,-1.896605811
636,52.47453231,-1.896605811
637,52.47760536,-1.894876
638,52.47871461,-1.898878203
639,52.49497324,-1.777340538
640,52.49497324,-1.777340538
641,52.49497324,-1.777340538
642,52.55440537,-1.884383466
643,52.47351767,-1.921679647
644,52.50952415,-1.94018067
645,52.44258437,-1.841835464
646,52.4420783,-1.993924329
647,52.53359456,-1.917592818
648,52.43195277,-1.893337074
649,52.48255173,-1.809798126
650,52.40581342,-1.878538885
651,52.44010755,-1.977551471
652,52.47104161,-1.893669748
653,52.53618512,-1.907385904
654,52.4336906,-2.00581003
655,52.52626606,-1.858559764
656,52.40102072,-2.006187685
657,52.40102072,-2.006187685
658,52.52626606,-1.858559764
659,52.40102072,-2.006187685
660,52.56259162,-1.823201238
661,52.55970898,-1.802384692
662,52.44708742,-1.88840114
663,52.44561393,-1.816827843
664,52.45909384,-1.947180502
665,52.53349244,-1.857313005
666,52.49923538,-1.895104428
667,,
668,52.503112,-1.908324403
669,52.4827643,-1.893420681
670,52.57906551,-1.88545506
671,,
672,52.41386055,-1.870989366
673,52.50780288,-1.905942595
674,52.45290399,-1.784292024
675,52.48831504,-1.794103882
676,52.45190818,-1.780529906
677,52.44357212,-1.834417101
678,52.58583015,-1.829218339
679,52.47200157,-1.865210901
680,52.47941558,-1.898596846
681,52.48616929,-1.912733199
682,52.4812694,-1.770975016
683,,
684,52.48167034,-1.896603846
685,52.55228321,-1.883813847
686,52.58641179,-1.827356353
687,52.47266035,-1.916867183
688,52.45419833,-1.828108506
689,52.45419833,-1.828108506
690,52.55423602,-1.885888302
691,52.41525795,-1.972168115
692,52.41374756,-1.971875016
693,,
694,52.5584491,-1.892131547
695,,
696,52.49766078,-1.904122928
697,52.45980388,-1.946811722
698,52.46385611,-1.836239844
699,52.52206331,-1.804764162
700,52.50621154,-1.932126274
701,52.44638571,-1.821827035
702,52.43401135,-1.893185029
703,52.43895113,-1.847732622
704,52.44357212,-1.834417101
705,52.48908998,-1.871962711
706,52.40248496,-1.982038623
707,52.55898312,-1.826873857
708,52.43811036,-1.971006465
709,52.4686886,-1.809430917
710,52.44586451,-1.888109969
711,52.50748553,-1.902598815
712,52.48317391,-1.848507932
713,52.50765106,-1.953119073
714,52.52142526,-1.784163307
715,52.52424605,-1.839508841
716,52.41641774,-1.929058447
717,52.48890247,-1.850049356
718,52.47972383,-1.901673457
719,52.49537049,-1.853444578
720,52.50293992,-1.933383493
721,52.45171454,-1.777926367
722,52.48317391,-1.848507932
723,52.404322,-1.937764825
724,52.46343496,-1.776572228
725,52.42136983,-1.891509776
726,52.42196142,-1.856099251
727,52.43179035,-1.892675604
728,52.47465913,-1.897709689
729,52.42257982,-1.878463505
730,52.40762853,-1.995442956
731,52.54986146,-1.841922639
732,52.54262101,-1.885770903
733,52.54147436,-1.800490687
734,52.51250471,-1.885598332
735,52.44361507,-2.012314083
736,52.5367659,-1.874212738
737,52.44628437,-1.932026792
738,52.45335758,-1.866312499
739,52.47766204,-1.898011933
740,52.46758924,-1.851623102
741,52.42900731,-1.869636307
742,52.55462011,-1.883350467
743,52.53727361,-1.827563605
744,52.48000797,-1.897491179
745,52.39520267,-1.980028203
746,52.41387498,-1.86776957
747,52.48843689,-1.831391916
748,52.48127434,-1.896089413
749,52.41374756,-1.971875016
750,52.52427994,-1.837990609
751,52.54508355,-1.931653679
752,52.51803808,-1.817455656
753,52.40740209,-1.931410144
754,52.51728587,-1.797151761
755,52.4937779,-1.819838935
756,52.47777717,-1.773510827
757,52.46801262,-1.808359264
758,52.54061496,-1.884419615
759,52.40656809,-1.88712141
760,52.48890247,-1.850049356
761,52.52248586,-1.84087117
762,52.41672457,-1.931028161
763,52.43811036,-1.971006465
764,52.43811036,-1.971006465
765,52.47155029,-1.863651821
766,52.47937146,-1.899568724
767,52.48167034,-1.896603846
768,52.47929247,-1.901865827
769,52.4713293,-2.083366525
770,52.4937779,-1.819838935
771,52.47929247,-1.901865827
772,52.47929247,-1.901865827
773,52.55279718,-1.885405327
774,52.47937146,-1.899568724
775,52.55279718,-1.885405327
776,52.47315012,-1.938742881
777,52.47536071,-1.888153127
778,52.49417842,-1.872080523
779,52.47683189,-2.068241667
780,52.47741299,-1.901163281
781,52.44532706,-1.82327313
782,52.51933802,-1.994577316
783,52.64819419,-1.203693818
784,52.58815833,-1.21028786
785,52.57337049,-1.164530329
786,52.57337049,-1.164530329
787,52.61914264,-1.20562419
788,52.61914264,-1.20562419
789,52.61914264,-1.20562419
790,52.61914264,-1.20562419
791,52.61914264,-1.20562419
792,53.69619811,-2.467918181
793,53.76094235,-2.471838578
794,53.74552923,-2.462234394
795,53.74810015,-2.480429029
796,53.73270836,-2.50117203
797,53.75008303,-2.481300885
798,53.74951479,-2.481794814
799,53.71362615,-2.481535936
800,53.69580081,-2.468383272
801,53.74848768,-2.484633905
802,53.74787945,-2.481669947
803,53.74787945,-2.481669947
804,53.69619811,-2.467918181
805,53.72861171,-2.492029118
806,53.74951479,-2.481794814
807,53.74877657,-2.484318783
808,53.74848768,-2.484633905
809,53.74810015,-2.480429029
810,53.74628442,-2.482697962
811,53.75068971,-2.480185622
812,53.74951479,-2.481794814
813,53.7359068,-2.486232446
814,53.74909153,-2.493041885
815,53.74810015,-2.480429029
816,53.74250881,-2.498210819
817,53.75757298,-2.471542947
818,53.7053912,-2.477488082
819,53.73407655,-2.502840635
820,53.74770246,-2.446139156
821,53.76797257,-2.475998471
822,53.74550493,-2.482082502
823,53.74390129,-2.469448994
824,53.76094235,-2.471838578
825,53.74552923,-2.462234394
826,53.71362615,-2.481535936
827,53.83891426,-3.053939799
828,53.79498927,-3.056860997
829,53.78536941,-3.045842773
830,53.82825882,-3.030638914
831,53.83265726,-3.0406845
832,53.8167968,-3.054630127
833,53.85034834,-3.048708971
834,53.81635176,-3.036604585
835,53.79893896,-3.052344736
836,53.80120967,-3.027864756
837,53.78583117,-3.0433954
838,53.81000472,-3.055294857
839,53.81000472,-3.055294857
840,53.81000472,-3.055294857
841,53.79893896,-3.052344736
842,53.79916392,-3.044090835
843,53.81485285,-3.050814523
844,53.82283411,-3.052913223
845,53.81771106,-3.052875896
846,53.81771106,-3.052875896
847,53.80695522,-3.054550071
848,53.79541758,-3.054154258
849,53.814244,-3.054641959
850,53.814244,-3.054641959
851,53.814244,-3.054641959
852,53.814244,-3.054641959
853,53.814244,-3.054641959
854,53.74871176,-2.484788127
855,53.81722166,-3.0533345
856,53.80034211,-3.051210757
857,53.85215642,-3.040286593
858,53.81904019,-3.051982625
859,,
860,53.79253048,-3.053337995
861,53.82951575,-3.030806524
862,53.81435246,-3.053551114
863,53.79861664,-3.052200019
864,53.82013027,-3.050673168
865,53.81197017,-3.054615236
866,53.79724857,-3.05240868
867,53.80361934,-2.991480856
868,53.80361934,-2.991480856
869,53.81197017,-3.054615236
870,53.81896285,-3.056689629
871,53.82367113,-3.054833196
872,53.81896285,-3.056689629
873,53.79498927,-3.056860997
874,53.81099553,-3.056079114
875,53.84938747,-3.052713248
876,53.84938747,-3.052713248
877,53.84938747,-3.052713248
878,53.81435246,-3.053551114
879,53.79893896,-3.052344736
880,53.81779533,-3.049414756
881,53.81092408,-3.047830655
882,53.81092668,-3.054710532
883,53.8176284,-3.055121892
884,53.8012288,-3.01081396
885,53.83149792,-3.053024205
886,53.80558818,-3.028776704
887,53.8198516,-3.053749857
888,53.82553587,-3.038912734
889,53.81616691,-3.037192397
890,53.77749561,-3.053022062
891,53.80343625,-3.039626473
892,53.84977489,-3.049530702
893,53.78583117,-3.0433954
894,53.82825882,-3.030638914
895,53.79709306,-3.053740821
896,53.81978886,-3.051682383
897,53.81197017,-3.054615236
898,53.81197017,-3.054615236
899,53.78536941,-3.045842773
900,53.79931796,-3.054221741
901,53.79498927,-3.056860997
902,53.79498927,-3.056860997
903,,
904,,
905,53.79498927,-3.056860997
906,53.80376536,-3.046224744
907,53.8208328,-3.055627762
908,53.85839592,-3.048362891
909,53.79498927,-3.056860997
910,53.81926757,-3.052702263
911,53.81810666,-3.049787092
912,51.73087059,-3.134244837
913,51.73000849,-3.135063081
914,51.78013547,-3.208177072
915,51.77427348,-3.246023986
916,51.7798217,-3.207211963
917,51.7415769,-3.183728062
918,51.7997926,-3.176087052
919,51.79844002,-3.173775071
920,51.80102806,-3.170318166
921,51.7647714,-3.159743605
922,51.73163413,-3.134321877
923,51.78013547,-3.208177072
924,51.77144274,-3.245873542
925,51.77904268,-3.20777099
926,53.22960503,-1.291596834
927,53.20305809,-1.212433292
928,53.13393371,-1.331958304
929,53.10469645,-1.342448778
930,53.22918187,-1.289970979
931,53.2024714,-1.213432124
932,53.27440758,-1.263638918
933,53.26369672,-1.213568804
934,53.19635859,-1.217495745
935,53.20318136,-1.213404159
936,53.20318136,-1.213404159
937,53.13393371,-1.331958304
938,53.58306605,-2.428633238
939,53.57513774,-2.433778275
940,53.57513774,-2.433778275
941,,
942,53.54765301,-2.394347955
943,53.54640891,-2.429334076
944,,
945,53.5799244,-2.427438456
946,53.54822215,-2.393477892
947,53.5949221,-2.58726247
948,,
949,53.53864245,-2.373260358
950,53.59939123,-2.547054469
951,53.57715079,-2.428890524
952,53.56620347,-2.467130609
953,53.59447919,-2.443978542
954,53.54873573,-2.522222308
